committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00662619,ANDY LEVIN FOR CONGRESS,2018,YE,201901319144274741,17,VVAFDA19V83,1310489,ORG,ORGANIZATION,,,AUTO-OWNERS INSURANCE,MI,,,,,OFFSET OF PREVIOUS OVERCHARGE,,,2018-12-07 00:00:00,-432.00,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-20 02:38:14.923,,,,0.00,,,,,,,,,,,,H,"",P,F3,4013120191636949591,LANSING,489173968,OTHER,,2018,SB,4021920191640448398,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144274741,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,Q3,201810159125110564,17,VVAFD9W8Z00,1272072,ORG,ORGANIZATION,,,AT&T,IL,,,,,"VOID OF PREVIOUS DUPLICATE VENDOR PAYMENT ON MAY 30, 2018",,,2018-07-24 00:00:00,-161.71,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-10 02:38:49.013,,,,0.00,,,,,,,,,,,,H,"",P,F3,4101520181599336038,AURORA,605078100,OTHER,,2018,SB,4110920181616464008,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125110564,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,Q3,201810159125110560,17,VVAFD9XNRJ2,1272072,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-09-27 00:00:00,0.40,,,,,,,,,,,,,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-10 02:38:49.013,,,,0.00,,,,,,,,,,,,H,"",P,F3,4101520181599336038,SOMERVILLE,021443132,OTHER,,2018,SB,4110920181616463986,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125110560,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,30G,201901309144203343,17,VVAFD9ZJ0R8,1309620,ORG,ORGANIZATION,,,DEMOCRACY ENGINE LLC,DC,,,,,CREDIT CARD PROCESSING FEE,,,2018-11-03 00:00:00,0.43,,,,,,,,,,,,,G2018,,GENERAL,2018,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2019-01-31 02:38:01.074,,,,0.00,,,,,,,,,,,,H,"",P,F3,4013020191636923488,WASHINGTON,200094464,OTHER,,2018,SB,4013020191636943984,http://docquery.fec.gov/cgi-bin/fecimg/?201901309144203343,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,Q2,201807159115551564,17,VVAFD9RMXT7,1248012,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-04-12 00:00:00,0.99,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-02 01:31:02.63,,,,0.00,,,,,,,,,,,,H,"",P,F3,4071520181575953391,SOMERVILLE,021443132,OTHER,,2018,SB,4080120181582252109,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115551564,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,Q1,201804159108131901,17,VVAFD9RC048,1222606,ORG,ORGANIZATION,,,USPS,DC,,,,,SHIPPING,,,2018-02-28 00:00:00,1.21,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-08 01:30:52.018,,,,0.00,,,,,,,,,,,,H,"",P,F3,4041520181525915333,WASHINGTON,202600001,OTHER,,2018,SB,4050720181539890873,http://docquery.fec.gov/cgi-bin/fecimg/?201804159108131901,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,Q3,201810159125110558,17,VVAFD9WBSH5,1272072,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-08-07 00:00:00,2.15,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-10 02:38:49.012,,,,0.00,,,,,,,,,,,,H,"",P,F3,4101520181599336038,SOMERVILLE,021443132,OTHER,,2018,SB,4110920181616463972,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125110558,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,30G,201901309144203338,17,VVAFD9YR7R9,1309620,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-11-06 00:00:00,2.21,,,,,,,,,,,,,G2018,,GENERAL,2018,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2019-01-31 02:38:01.071,,,,0.00,,,,,,,,,,,,H,"",P,F3,4013020191636923488,SOMERVILLE,021443132,OTHER,,2018,SB,4013020191636943950,http://docquery.fec.gov/cgi-bin/fecimg/?201901309144203338,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,12P,201807269119322113,17,VVAFD9VGA72,1252994,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-07-06 00:00:00,3.95,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-28 01:31:05.81,,,,0.00,,,,,,,,,,,,H,"",P,F3,4072620181576818039,SOMERVILLE,021443132,OTHER,,2018,SB,4072720181577132852,http://docquery.fec.gov/cgi-bin/fecimg/?201807269119322113,Operating Expenditures,,,,,,
C00662619,ANDY LEVIN FOR CONGRESS,2018,12P,201807269119322114,17,VVAFD9VVGB2,1252994,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-07-18 00:00:00,3.95,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-28 01:31:20.844,,,,0.00,,,,,,,,,,,,H,"",P,F3,4072620181576818039,SOMERVILLE,021443132,OTHER,,2018,SB,4072720181577132858,http://docquery.fec.gov/cgi-bin/fecimg/?201807269119322114,Operating Expenditures,,,,,,
