committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q1,201804159108120707,17,500037277,1222451,ORG,ORGANIZATION,,,SQUARE,CA,,,,,TRANSACTION FEES,,,2018-03-07 00:00:00,0.28,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-09 06:07:36.498,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4041520181525915261,SAN FRANCISCO,941031332,OTHER,,2018,SB,4050820181544530141,http://docquery.fec.gov/cgi-bin/fecimg/?201804159108120707,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527305,17,500037324,1247747,ORG,ORGANIZATION,,,ACTBLUE,MA,,,,,ONLINE TRANSACTION FEE,,,2018-04-01 00:00:00,0.68,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:32:56.966,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4071520181575953253,WEST SOMERVILLE,021440031,OTHER,,2018,SB,4080220181582305059,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527305,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,YE,201901229143902882,17,500087218,1305965,ORG,ORGANIZATION,,,ACTBLUE,MA,,,,,ONLINE TRANSACTION FEE,,,2018-12-31 00:00:00,2.05,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-20 02:38:14.93,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4012220191636892800,WEST SOMERVILLE,021440031,OTHER,,2018,SB,4021920191640448464,http://docquery.fec.gov/cgi-bin/fecimg/?201901229143902882,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527410,17,500049846,1247747,ORG,ORGANIZATION,,,USPS OLD REDFORD,MI,,,,,POSTAGE,,,2018-05-29 00:00:00,2.61,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:32:56.968,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4071520181575953253,DETROIT,482195030,ADMINISTRATIVE,,2018,SB,4080220181582305691,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527410,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527410,17,500051330,1247747,ORG,ORGANIZATION,,,USPS OLD REDFORD,MI,,,,,POSTAGE,,,2018-06-11 00:00:00,2.84,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:33:32.273,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4071520181575953253,DETROIT,482195030,ADMINISTRATIVE,,2018,SB,4080220181582305695,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527410,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527351,17,1135332I,1247747,PAC,POLITICAL ACTION COMMITTEE,C00630665,C00630665,JUSTICE DEMOCRATS,TN,,,,,SUPPLIES FOR PHONE BANKING,,,2018-05-07 00:00:00,2.92,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:33:48.356,,1135332,SA11C,0.00,,,,,,,,,,,,H,"",P,F3,4071520181575953253,KNOXVILLE,379010910,EVENTS,* IN-KIND RECEIVED,2018,SB,4080220181582305339,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527351,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q3,201811269133808441,17,500063678,1292023,ORG,ORGANIZATION,,,MEIJER - DETROIT,MI,,,,,OFFICE SUPPLIES,,,2018-08-06 00:00:00,3.16,,,,,,,,,,,,,P2018,,PRIMARY,2018,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-11-27 02:36:53.77,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4112620181619579401,DETROIT,482193801,ADMINISTRATIVE,,2018,SB,4112620181619595626,http://docquery.fec.gov/cgi-bin/fecimg/?201811269133808441,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527408,17,500048569,1247747,ORG,ORGANIZATION,,,USPS OLD REDFORD,MI,,,,,POSTAGE,,,2018-05-15 00:00:00,3.24,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:33:27.606,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4071520181575953253,DETROIT,482195030,ADMINISTRATIVE,,2018,SB,4080220181582305681,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527408,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q1,201804159108120686,17,500037308,1222451,ORG,ORGANIZATION,,,ACTBLUE,MA,,,,,ONLINE TRANSACTION FEE,,,2018-03-18 00:00:00,3.37,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-09 05:49:12.624,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4041520181525915261,WEST SOMERVILLE,021440031,OTHER,,2018,SB,4050820181544530013,http://docquery.fec.gov/cgi-bin/fecimg/?201804159108120686,Operating Expenditures,,,,,,
C00668608,RASHIDA TLAIB FOR CONGRESS,2018,Q2,201807159115527342,17,500054194,1247747,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,SOCIAL MEDIA ADVERTISEMENT,,,2018-06-23 00:00:00,4.38,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-08-03 01:33:14.637,,,,0.00,,,,004,Advertising Expenses ,,,,,,,H,"",P,F3,4071520181575953253,MENLO PARK,940251456,ADVERTISING,,2018,SB,4080220181582305286,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115527342,Operating Expenditures,,,,,,
