committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00499947,FRIENDS OF DAN KILDEE,2012,Q2,12952581620,17,D444053,800654,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-04-22 00:00:00,0.40,,,,,,,,,,,,,P2012,,PRIMARY,2012,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,003,Solicitation and Fundraising Expenses ,,,,,,,H,"",P,F3,4072120121159492696,CAMBRIDGE,02238,OTHER,,2012,SB,4080620121160319910,http://docquery.fec.gov/cgi-bin/fecimg/?12952581620,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,Q2,12952581621,17,D444055,800654,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-05-06 00:00:00,0.40,,,,,,,,,,,,,P2012,,PRIMARY,2012,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,003,Solicitation and Fundraising Expenses ,,,,,,,H,"",P,F3,4072120121159492696,CAMBRIDGE,02238,OTHER,,2012,SB,4080620121160319912,http://docquery.fec.gov/cgi-bin/fecimg/?12952581621,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,YE,13960671269,17,D475117,853557,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-12-02 00:00:00,0.60,,,,,,,,,,,,,P2014,,PRIMARY,2014,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4013120131180361150,CAMBRIDGE,022382110,OTHER,,2012,SB,4020720131181041466,http://docquery.fec.gov/cgi-bin/fecimg/?13960671269,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,Q3,12961278319,17,D449496,834372,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-07-22 00:00:00,0.79,,,,,,,,,,,,,P2012,,PRIMARY,2012,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4112320121172787363,CAMBRIDGE,022382110,OTHER,,2012,SB,4112820121173962675,http://docquery.fec.gov/cgi-bin/fecimg/?12961278319,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,12P,12952591979,17,D449494,801275,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-07-01 00:00:00,0.99,,,,,,,,,,,,,P2012,,PRIMARY,2012,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,003,Solicitation and Fundraising Expenses ,,,,,,,H,"",P,F3,4072620121159794828,CAMBRIDGE,02238,OTHER,,2012,SB,4080220121160105260,http://docquery.fec.gov/cgi-bin/fecimg/?12952591979,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,Q2,12952581619,17,D444050,800654,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-04-01 00:00:00,0.99,,,,,,,,,,,,,P2012,,PRIMARY,2012,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,003,Solicitation and Fundraising Expenses ,,,,,,,H,"",P,F3,4072120121159492696,CAMBRIDGE,02238,OTHER,,2012,SB,4080620121160319907,http://docquery.fec.gov/cgi-bin/fecimg/?12952581619,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,12P,12952591989,17,D449175,801275,ORG,ORGANIZATION,,,DOLLARTREE,MI,,,,,OFFICE SUPPLIES,X,,2012-07-01 00:00:00,1.06,,,,,,,,,,,,,P2012,,PRIMARY,2012,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,D449132,SB17,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4072620121159794828,FLINT,48532,ADMINISTRATIVE,,2012,SB,4080220121160105290,http://docquery.fec.gov/cgi-bin/fecimg/?12952591989,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,Q2,12952581621,17,D444057,800654,PAC,POLITICAL ACTION COMMITTEE,C00401224,C00401224,ACT BLUE,MA,,,,,SERVICE FEE,,,2012-06-03 00:00:00,1.60,,,,,,,,,,,,,P2012,,PRIMARY,2012,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,,,0.00,,,,,,,,,,,,H,"",P,F3,4072120121159492696,CAMBRIDGE,02238,OTHER,,2012,SB,4080620121160319914,http://docquery.fec.gov/cgi-bin/fecimg/?12952581621,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,12P,12952591990,17,D449134,801275,ORG,ORGANIZATION,,,FIRST BANKCARD,NE,,,,,FINANCE CHARGE,X,,2012-07-01 00:00:00,1.75,,,,,,,,,,,,,P2012,,PRIMARY,2012,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,D449132,SB17,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4072620121159794828,OMAHA,68103,OTHER,,2012,SB,4080220121160105295,http://docquery.fec.gov/cgi-bin/fecimg/?12952591990,Operating Expenditures,,,,,,
C00499947,FRIENDS OF DAN KILDEE,2012,Q2,12952581640,17,D447217,800654,ORG,ORGANIZATION,,,FIRST BANKCARD,NE,,,,,FINANCE CHARGE,X,,2012-04-16 00:00:00,1.75,,,,,,,,,,,,,P2012,,PRIMARY,2012,C,CHANGE,ITEMIZED DISBURSEMENTS,2017-06-17 20:05:01.794431,,D449131,SB17,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,"",P,F3,4072120121159492696,OMAHA,68103,OTHER,,2012,SB,4080620121160319970,http://docquery.fec.gov/cgi-bin/fecimg/?12952581640,Operating Expenditures,,,,,,
